Vg,Current,vd
60,-2.5e-3,0.5
40,-1e-30.5
20,-0.72e-3,0.5
10,-0.116e-3,0.5
0,25.6e-6,
-10,0.45e-3
-20,0.97e-3
-40,1.94e-3
-50,2.54e-3
-60,2.17e-3
