Timestamp,Temperatures,SetPoints
0,9.81,10
1,9.81,10
2,9.83,10
3,9.85,10
4,9.85,10
5,9.86,10
6,9.88,10
7,9.92,10
8,9.92,10
9,9.95,10
10,9.96,10
11,9.96,10
12,9.99,10
13,9.99,10
14,9.96,10
15,9.97,10
16,10.0,10
17,10.01,10
18,9.97,10
19,9.97,10
20,10.01,10
21,10.01,10
22,9.98,10
23,9.98,10
24,9.98,10
25,9.97,10
26,9.96,10
27,9.97,10
28,9.96,10
29,9.95,10
30,9.97,10
31,9.99,10
32,9.98,10
33,9.97,10
34,9.99,10
35,10.02,10
36,10.01,10
37,10.0,10
38,10.01,10
39,9.99,10
40,9.99,10
41,9.99,10
42,10.0,10
43,9.96,10
44,9.93,10
45,9.96,10
46,9.97,10
47,9.93,10
48,9.93,10
49,9.94,10
50,9.96,10
51,9.96,10
52,9.96,10
53,9.97,10
54,9.97,10
55,9.98,10
56,9.98,10
57,9.97,10
58,9.95,10
59,9.96,10
60,9.99,10
61,9.98,10
62,9.95,10
63,9.97,10
64,10.0,10
65,10.02,10
66,10.0,10
67,9.97,10
68,10.01,10
69,10.01,10
70,9.96,10
71,9.96,10
72,9.95,10
73,9.95,10
74,9.92,10
75,9.92,10
76,9.93,10
77,9.93,10
78,9.94,10
79,9.96,10
80,9.99,10
81,9.98,10
82,9.99,10
83,10.04,10
84,10.04,10
85,10.03,10
86,10.02,10
87,10.05,10
88,10.04,10
89,10.02,10
90,10.02,10
91,10.01,10
92,9.99,10
93,9.99,10
94,10.01,10
95,9.99,10
96,9.97,10
97,9.99,10
98,10.01,10
99,10.0,10
100,9.99,10
101,10.01,10
102,10.02,10
103,10.01,10
104,10.0,10
105,10.0,10
106,9.97,10
107,9.97,10
108,9.99,10
109,9.98,10
110,9.96,10
111,9.96,10
112,10.01,10
113,10.01,10
114,10.0,10
115,10.0,10
116,10.02,10
117,10.02,10
118,10.0,10
119,10.0,10
120,9.99,10
121,9.96,10
122,9.97,10
123,9.97,10
124,9.96,10
125,9.95,10
126,9.97,10
127,10.69,20
128,10.67,20
129,10.74,20
130,11.21,20
131,11.59,20
132,17.21,20
133,17.87,20
134,19.39,20
135,20.09,20
136,20.93,20
137,21.27,20
138,21.66,20
139,20.81,20
140,21.1,20
141,21.45,20
142,21.53,20
143,21.54,20
144,21.47,20
145,21.25,20
146,20.94,20
147,20.76,20
148,20.38,20
149,20.21,20
150,19.9,20
151,19.77,20
152,19.58,20
153,19.53,20
154,19.48,20
155,19.51,20
156,19.54,20
157,19.63,20
158,19.69,20
159,19.8,20
160,19.85,20
161,19.93,20
162,19.97,20
163,20.03,20
164,20.06,20
165,20.09,20
166,20.1,20
167,20.12,20
168,20.12,20
169,20.12,20
170,20.11,20
171,20.11,20
172,20.08,20
173,20.07,20
174,20.04,20
175,20.03,20
176,20.0,20
177,19.97,20
178,19.95,20
179,19.95,20
180,19.94,20
181,19.93,20
182,19.94,20
183,19.96,20
184,19.97,20
185,19.98,20
186,19.99,20
187,20.01,20
188,20.03,20
