Timestamp,Temperature,Gate_Voltage,Gate_Current,Drain_Voltage,Drain_Current
22:38:17.016929,310.0,0.0,2.742509e-10,-0.5,-0.001271622
22:38:18.250156,310.0,0.0,2.872846e-10,-0.4,-4.561565e-05
22:38:19.519053,310.0,0.0,2.723947e-10,-0.3,-1.64076e-06
22:38:20.791659,310.0,0.0,2.669111e-10,-0.2,-5.321457e-08
22:38:21.973441,310.0,0.0,2.733647e-10,-0.1,-2.90756e-09
22:38:23.146497,310.0,0.0,2.52654e-10,0.0,1.802027e-10
22:38:24.342272,310.0,0.0,2.611323e-10,0.1,1.054069e-09
22:38:25.537653,310.0,0.0,2.442178e-10,0.2,7.978699e-10
22:38:26.719913,310.0,0.0,2.518103e-10,0.3,1.278981e-09
22:38:27.911817,310.0,0.0,2.383968e-10,0.4,1.287437e-09
22:38:29.082589,310.0,0.0,2.22368e-10,0.5,1.167794e-09
22:38:31.253710,310.0,0.1,3.612278e-10,-0.5,-0.001649135
22:38:32.508714,310.0,0.1,3.252053e-10,-0.4,-5.715871e-05
22:38:33.771672,310.0,0.1,3.100622e-10,-0.3,-2.17255e-06
22:38:35.035492,310.0,0.1,2.864407e-10,-0.2,-6.440187e-08
22:38:36.223154,310.0,0.1,2.59403e-10,-0.1,-3.215793e-09
22:38:37.410888,310.0,0.1,2.733226e-10,0.0,1.324298e-10
22:38:38.581604,310.0,0.1,2.636631e-10,0.1,9.585218e-10
22:38:39.786033,310.0,0.1,2.732806e-10,0.2,1.018978e-09
22:38:40.966059,310.0,0.1,2.518526e-10,0.3,1.259956e-09
22:38:42.140043,310.0,0.1,2.283581e-10,0.4,1.006717e-09
22:38:43.312470,310.0,0.1,2.418556e-10,0.5,1.193158e-09
22:38:45.514631,310.0,0.2,3.928213e-10,-0.5,-0.002265797
22:38:46.780010,310.0,0.2,3.206918e-10,-0.4,-8.009371e-05
22:38:48.036388,310.0,0.2,3.069831e-10,-0.3,-2.937777e-06
22:38:49.302178,310.0,0.2,3.047895e-10,-0.2,-9.701449e-08
22:38:50.488918,310.0,0.2,3.014575e-10,-0.1,-3.815769e-09
22:38:51.661897,310.0,0.2,2.773296e-10,0.0,7.095101e-10
22:38:52.849955,310.0,0.2,2.793544e-10,0.1,1.544146e-10
22:38:54.042554,310.0,0.2,2.690202e-10,0.2,9.327328e-10
22:38:55.214963,310.0,0.2,2.3962e-10,0.3,6.925998e-10
22:38:56.386170,310.0,0.2,2.656878e-10,0.4,1.223175e-09
22:38:57.558888,310.0,0.2,2.423618e-10,0.5,9.175128e-10
22:38:59.740129,310.0,0.3,3.908388e-10,-0.5,-0.003310604
22:39:01.002141,310.0,0.3,3.435541e-10,-0.4,-0.0001198528
22:39:02.251352,310.0,0.3,3.267238e-10,-0.3,-4.564079e-06
22:39:03.506796,310.0,0.3,3.217463e-10,-0.2,-1.452693e-07
22:39:04.689775,310.0,0.3,3.128883e-10,-0.1,-4.973016e-09
22:39:05.878076,310.0,0.3,2.87622e-10,0.0,-5.274295e-11
22:39:07.047985,310.0,0.3,2.77878e-10,0.1,9.919195e-10
22:39:08.232735,310.0,0.3,2.701591e-10,0.2,8.012513e-10
22:39:09.424678,310.0,0.3,2.611323e-10,0.3,8.05902e-10
22:39:10.605752,310.0,0.3,2.846272e-10,0.4,7.412178e-10
22:39:11.780211,310.0,0.3,2.554379e-10,0.5,1.48952e-09
22:39:13.963350,310.0,0.4,3.67344e-10,-0.5,-0.005150614
22:39:15.216842,310.0,0.4,3.444818e-10,-0.4,-0.0002011659
22:39:16.476061,310.0,0.4,3.32545e-10,-0.3,-7.496253e-06
22:39:17.726463,310.0,0.4,3.340632e-10,-0.2,-2.556922e-07
22:39:18.899613,310.0,0.4,3.146599e-10,-0.1,-7.206329e-09
22:39:20.074334,310.0,0.4,2.964377e-10,0.0,3.163341e-10
22:39:21.255283,310.0,0.4,3.18372e-10,0.1,9.022932e-10
22:39:22.441682,310.0,0.4,3.077001e-10,0.2,8.431053e-10
22:39:23.630568,310.0,0.4,2.914607e-10,0.3,1.059987e-09
22:39:24.818326,310.0,0.4,2.883812e-10,0.4,1.588447e-09
22:39:25.986726,310.0,0.4,2.97408e-10,0.5,1.029547e-09
22:39:28.178881,310.0,0.5,5.26746e-10,-0.5,-0.008426266
22:39:29.443084,310.0,0.5,3.480249e-10,-0.4,-0.0003628174
22:39:30.721857,310.0,0.5,3.557022e-10,-0.3,-1.600283e-05
22:39:31.972823,310.0,0.5,3.198481e-10,-0.2,-4.612607e-07
22:39:33.228951,310.0,0.5,3.422883e-10,-0.1,-1.380014e-08
22:39:34.410928,310.0,0.5,3.38408e-10,0.0,4.406281e-10
22:39:35.583012,310.0,0.5,3.222946e-10,0.1,3.54384e-10
22:39:36.771488,310.0,0.5,3.115807e-10,0.2,6.156556e-10
22:39:37.943902,310.0,0.5,2.939065e-10,0.3,8.748133e-10
22:39:39.146548,310.0,0.5,2.892668e-10,0.4,1.607052e-09
22:39:40.349787,310.0,0.5,2.889718e-10,0.5,1.37199e-09
22:39:42.553532,310.0,0.6,4.440712e-10,-0.5,-0.01405171
22:39:43.954390,310.0,0.6,3.827401e-10,-0.4,-0.0007175507
22:39:45.211524,310.0,0.6,3.634633e-10,-0.3,-3.083799e-05
22:39:46.468683,310.0,0.6,3.710558e-10,-0.2,-9.338384e-07
22:39:47.734054,310.0,0.6,3.536775e-10,-0.1,-3.166749e-08
22:39:48.907200,310.0,0.6,3.413183e-10,0.0,5.120759e-10
22:39:50.080786,310.0,0.6,3.194265e-10,0.1,1.77658e-09
22:39:51.266511,310.0,0.6,3.385767e-10,0.2,1.541097e-09
22:39:52.453064,310.0,0.6,3.403063e-10,0.3,1.476836e-09
22:39:53.624917,310.0,0.6,3.176547e-10,0.4,1.564349e-09
22:39:54.811286,310.0,0.6,3.206498e-10,0.5,2.023054e-09
22:39:56.997776,310.0,0.7,5.348447e-10,-0.5,-0.02366064
22:39:58.384173,310.0,0.7,3.882235e-10,-0.4,-0.001500558
22:39:59.624167,310.0,0.7,3.759069e-10,-0.3,-6.492231e-05
22:40:00.890227,310.0,0.7,3.778471e-10,-0.2,-2.595128e-06
22:40:02.147332,310.0,0.7,3.655304e-10,-0.1,-6.39042e-08
22:40:03.335319,310.0,0.7,3.613964e-10,0.0,-5.774232e-10
22:40:04.584305,310.0,0.7,3.457893e-10,0.1,2.122827e-09
22:40:05.764285,310.0,0.7,3.385766e-10,0.2,1.886922e-09
22:40:06.949425,310.0,0.7,3.297183e-10,0.3,2.19512e-09
22:40:08.134040,310.0,0.7,3.104419e-10,0.4,2.909179e-09
22:40:09.321989,310.0,0.7,3.2162e-10,0.5,2.870282e-09
22:40:11.507934,310.0,0.8,5.219793e-10,-0.5,-0.03871915
22:40:12.901168,310.0,0.8,3.921041e-10,-0.4,-0.003318091
22:40:14.152082,310.0,0.8,3.723632e-10,-0.3,-0.000148918
22:40:15.409527,310.0,0.8,3.947612e-10,-0.2,-6.414254e-06
22:40:16.657539,310.0,0.8,3.79703e-10,-0.1,-1.787506e-07
22:40:17.845993,310.0,0.8,3.594562e-10,0.0,-1.831071e-09
22:40:19.018484,310.0,0.8,3.649399e-10,0.1,5.072915e-09
22:40:20.207796,310.0,0.8,3.470129e-10,0.2,4.491604e-09
22:40:21.410714,310.0,0.8,3.332619e-10,0.3,4.695802e-09
22:40:22.588253,310.0,0.8,3.461271e-10,0.4,5.50963e-09
22:40:23.775501,310.0,0.8,3.385768e-10,0.5,5.305435e-09
22:40:25.949303,310.0,0.9,4.985694e-10,-0.5,-0.06017091
22:40:27.336681,310.0,0.9,4.05349e-10,-0.4,-0.007379033
22:40:28.589862,310.0,0.9,3.966177e-10,-0.3,-0.0003737606
22:40:29.863088,310.0,0.9,3.936227e-10,-0.2,-1.631455e-05
22:40:31.112180,310.0,0.9,3.904594e-10,-0.1,-5.098404e-07
22:40:32.387254,310.0,0.9,3.828666e-10,0.0,-4.966672e-09
22:40:33.575413,310.0,0.9,3.783532e-10,0.1,1.269375e-08
22:40:34.779277,310.0,0.9,3.853552e-10,0.2,1.428632e-08
22:40:35.982324,310.0,0.9,3.604685e-10,0.3,1.488665e-08
22:40:37.184686,310.0,0.9,3.635898e-10,0.4,1.50583e-08
22:40:38.387528,310.0,0.9,3.387032e-10,0.5,1.525362e-08
22:40:40.565556,310.0,1.0,5.601534e-10,-0.5,-0.08848049
22:40:41.971581,310.0,1.0,4.024808e-10,-0.4,-0.01562301
22:40:43.146955,310.0,1.0,4.105373e-10,-0.3,-0.0009891132
22:40:44.404141,310.0,1.0,4.145023e-10,-0.2,-4.483161e-05
22:40:45.671044,310.0,1.0,3.961955e-10,-0.1,-1.56993e-06
22:40:46.932046,310.0,1.0,3.913028e-10,0.0,-1.234227e-08
22:40:48.114833,310.0,1.0,3.893623e-10,0.1,4.06798e-08
22:40:49.297142,310.0,1.0,3.705922e-10,0.2,4.457435e-08
22:40:50.468640,310.0,1.0,3.693687e-10,0.3,4.623329e-08
22:40:51.641681,310.0,1.0,3.556601e-10,0.4,4.685814e-08
22:40:52.822428,310.0,1.0,3.59414e-10,0.5,4.837592e-08
22:40:55.007919,310.0,1.1,5.105484e-10,-0.5,-0.1223856
22:40:56.400217,310.0,1.1,4.01215e-10,-0.4,-0.0305124
22:40:57.644420,310.0,1.1,4.189735e-10,-0.3,-0.002602274
22:40:58.907492,310.0,1.1,4.078377e-10,-0.2,-0.0001241904
22:41:00.164121,310.0,1.1,4.089765e-10,-0.1,-5.545807e-06
22:41:01.416126,310.0,1.1,4.115921e-10,0.0,-2.230803e-08
22:41:02.587310,310.0,1.1,4.095673e-10,0.1,1.392454e-07
22:41:03.757877,310.0,1.1,3.889827e-10,0.2,1.52683e-07
22:41:04.939084,310.0,1.1,4.031977e-10,0.3,1.595063e-07
22:41:06.111041,310.0,1.1,3.866629e-10,0.4,1.63619e-07
22:41:07.299359,310.0,1.1,3.87591e-10,0.5,1.688571e-07
22:41:09.485115,310.0,1.2,6.1714e-10,-0.5,-0.1628203
22:41:10.878928,310.0,1.2,4.229381e-10,-0.4,-0.05363741
22:41:12.129722,310.0,1.2,4.218839e-10,-0.3,-0.006713994
22:41:13.385396,310.0,1.2,4.41414e-10,-0.2,-0.0003671388
22:41:14.635555,310.0,1.2,4.21336e-10,-0.1,-1.568384e-05
22:41:15.892863,310.0,1.2,4.154303e-10,0.0,-1.212921e-07
22:41:17.158239,310.0,1.2,4.331042e-10,0.1,4.952914e-07
22:41:18.329999,310.0,1.2,4.188472e-10,0.2,5.466724e-07
22:41:19.501326,310.0,1.2,4.109589e-10,0.3,5.742075e-07
22:41:20.704897,310.0,1.2,4.070786e-10,0.4,5.954941e-07
22:41:21.886447,310.0,1.2,4.036619e-10,0.5,6.142912e-07
22:41:24.073030,310.0,1.3,5.918737e-10,-0.5,-0.2084713
22:41:25.464927,310.0,1.3,4.328089e-10,-0.4,-0.08510127
