Timestamp,Temperature,Gate_Voltage,Gate_Current,Drain_Voltage,Drain_Current
13:00:21.118543,++277.0,0.0,-2.291444e-11,1.5,1.562674e-09
13:00:22.451241,++277.0,0.1,-1.211601e-11,1.5,2.116927e-09
13:00:23.645614,++277.0,0.2,-1.233196e-12,1.5,2.006584e-09
13:00:24.844890,++277.0,0.3,6.516036e-11,1.5,1.854808e-09
13:00:26.042004,++277.0,0.4,1.015629e-10,1.5,1.773214e-09
13:00:27.253369,++277.0,0.5,1.43449e-10,1.5,1.572396e-09
13:00:28.447958,++277.0,0.6,1.515901e-10,1.5,1.645114e-09
13:00:29.651636,++277.0,0.7,1.654256e-10,1.5,1.500524e-09
13:00:30.853938,++277.0,0.8,2.134279e-10,1.5,1.615941e-09
13:00:32.045868,++277.0,0.9,2.55483e-10,1.5,1.973185e-09
13:00:33.241338,++277.0,1.0,2.863596e-10,1.5,3.906099e-09
13:00:34.438883,++277.0,1.1,3.081253e-10,1.5,1.099769e-08
13:00:35.634974,++277.0,1.2,3.354588e-10,1.5,4.449775e-08
13:00:36.840979,++277.0,1.3,3.743079e-10,1.5,2.022701e-07
13:00:38.040430,++277.0,1.4,3.953144e-10,1.5,9.552284e-07
13:00:39.240226,++277.0,1.5,4.192313e-10,1.5,4.526958e-06
13:00:40.435821,++277.0,1.6,7.511138e-10,1.5,2.093553e-05
13:00:41.777050,++277.0,1.7,4.34712e-10,1.5,9.529175e-05
13:00:42.972986,++277.0,1.8,8.268292e-10,1.5,0.0004137767
13:00:44.296336,++277.0,1.9,7.592976e-10,1.5,0.001697901
13:00:45.617766,++277.0,2.0,5.526087e-10,1.5,0.006404111
13:00:46.808830,++277.0,2.1,9.001413e-10,1.5,0.02140352
13:00:48.140134,++277.0,2.2,6.237693e-10,1.5,0.06118112
13:00:49.332474,++277.0,2.3,8.750853e-10,1.5,0.1450335
13:00:50.664789,++277.0,2.4,6.501324e-10,1.5,0.2884437
13:00:51.869715,++277.0,2.5,6.992738e-10,1.5,0.492009
13:00:53.068202,++277.0,2.6,7.242867e-10,1.5,0.7461307
13:00:54.269824,++277.0,2.7,7.565977e-10,1.5,1.035521
13:00:55.473043,++277.0,2.8,8.987492e-10,1.5,1.340424
13:00:56.730349,++277.0,2.9,7.718666e-10,1.5,1.659028
13:00:58.935025,++277.0,0.0,-6.014787e-10,1.6,9.20482e-10
13:01:00.280376,++277.0,0.1,2.200874e-11,1.6,1.802386e-09
13:01:01.481220,++277.0,0.2,8.02191e-11,1.6,1.720791e-09
13:01:02.684199,++277.0,0.3,9.135501e-11,1.6,1.764336e-09
13:01:03.881402,++277.0,0.4,1.203335e-10,1.6,1.721213e-09
13:01:05.088278,++277.0,0.5,1.770677e-10,1.6,1.599878e-09
13:01:06.302351,++277.0,0.6,1.491857e-10,1.6,1.657798e-09
13:01:07.498714,++277.0,0.7,2.05793e-10,1.6,1.614252e-09
13:01:08.706102,++277.0,0.8,2.089567e-10,1.6,1.648497e-09
13:01:09.914995,++277.0,0.9,2.556517e-10,1.6,1.983334e-09
13:01:11.120211,++277.0,1.0,2.967783e-10,1.6,3.925973e-09
