Timestamp,Temperatures,SetPoints
0,293.8,300
1,293.8,300
2,293.8,300
3,293.8,300
4,293.8,300
5,293.8,300
6,293.8,300
7,293.8,300
8,293.9,300
9,293.9,300
10,294.0,300
11,294.1,300
12,294.2,300
13,294.3,300
14,294.4,300
15,294.6,300
16,294.7,300
17,294.8,300
18,295.0,300
19,295.2,300
20,295.3,300
21,295.4,300
22,295.6,300
23,295.7,300
24,295.8,300
25,296.0,300
26,296.1,300
27,296.2,300
28,296.3,300
29,296.5,300
30,296.5,300
31,296.7,300
32,296.8,300
33,296.9,300
34,296.9,300
35,297.0,300
36,297.2,300
37,297.2,300
38,297.3,300
39,297.4,300
40,297.5,300
41,297.5,300
42,297.6,300
43,297.7,300
44,297.7,300
45,297.8,300
46,297.9,300
47,298.0,300
48,298.0,300
49,298.1,300
50,298.2,300
51,298.2,300
52,298.3,300
53,298.3,300
54,298.4,300
55,298.4,300
56,298.5,300
57,298.5,300
58,298.6,300
59,298.6,300
60,298.7,300
61,298.8,300
62,298.8,300
63,298.8,300
64,298.9,300
65,298.9,300
66,299.0,300
67,299.0,300
68,299.1,300
69,299.1,300
70,299.2,300
71,299.2,300
72,299.3,300
73,299.3,300
74,299.4,300
75,299.4,300
76,299.4,300
77,299.5,300
78,299.5,300
79,299.5,300
80,299.6,300
81,299.6,300
82,299.7,300
83,299.7,300
84,299.8,300
85,299.8,300
86,299.8,300
87,299.9,300
88,299.9,300
89,299.9,300
90,300.0,300
91,300.0,300
92,300.0,300
93,300.1,300
94,300.1,300
95,300.1,300
96,300.1,300
97,300.2,300
98,300.2,300
99,300.2,300
100,300.3,300
101,300.3,300
102,300.3,300
103,300.4,300
104,300.4,300
105,300.4,300
106,300.4,300
107,300.5,300
108,300.5,300
109,300.5,300
110,300.5,300
111,300.6,300
112,300.6,300
113,300.6,300
114,300.6,300
115,300.7,300
116,300.7,300
117,300.7,300
118,300.7,300
119,300.7,300
120,300.8,300
121,300.8,300
122,300.8,300
123,300.8,300
124,300.8,300
125,300.9,300
126,300.9,300
127,300.9,300
128,300.9,300
129,300.9,300
130,300.9,300
131,301.0,300
132,301.0,300
133,301.0,300
134,301.0,300
135,301.0,300
136,301.0,300
137,301.1,300
138,301.1,300
139,301.1,300
140,301.1,300
141,301.1,300
142,301.1,300
143,301.2,300
144,301.2,300
145,301.2,300
146,301.2,300
147,301.2,300
148,301.3,300
149,301.3,300
150,301.3,300
151,301.3,300
152,301.3,300
153,301.3,300
154,301.4,300
155,301.4,300
156,301.4,300
157,301.4,300
158,301.4,300
159,301.4,300
160,301.5,300
161,301.5,300
162,301.5,300
163,301.5,300
164,301.5,300
165,301.5,300
166,301.6,300
167,301.6,300
168,301.6,300
169,301.6,300
170,301.6,300
171,301.6,300
172,301.7,300
173,301.7,300
174,301.7,300
175,301.7,300
176,301.7,300
177,301.7,300
178,301.7,300
179,301.7,300
180,301.8,300
181,301.8,300
182,301.8,300
183,301.8,300
184,301.8,300
185,301.8,300
186,301.8,300
187,301.8,300
188,301.9,300
189,301.9,300
190,301.9,300
191,301.9,300
192,301.9,300
193,301.9,300
194,301.9,300
195,301.9,300
196,302.0,300
197,302.0,300
198,302.0,300
199,302.0,300
200,302.0,300
201,302.0,300
202,302.0,300
203,302.0,300
204,302.0,300
205,302.0,300
206,302.1,300
207,302.1,300
208,302.1,300
209,302.1,300
210,302.1,300
211,302.1,300
212,302.1,300
213,302.1,300
214,302.1,300
215,302.1,300
216,302.1,300
217,302.2,300
218,302.2,300
219,302.2,300
220,302.2,300
221,302.2,300
222,302.2,300
223,302.2,300
224,302.2,300
225,302.2,300
226,302.2,300
227,302.2,300
228,302.2,300
229,302.2,300
230,302.2,300
231,302.3,300
232,302.3,300
233,302.3,300
234,302.3,300
235,302.3,300
236,302.3,300
237,302.3,300
238,302.3,300
239,302.3,300
240,302.3,300
241,302.3,300
242,302.3,300
243,302.3,300
244,302.3,300
245,302.3,300
246,302.4,300
247,302.4,300
248,302.4,300
249,302.4,300
250,302.4,300
251,302.4,300
252,302.4,300
253,302.4,300
254,302.4,300
255,302.4,300
256,302.4,300
257,302.4,300
258,302.4,300
259,302.4,300
260,302.4,300
261,302.4,300
262,302.4,300
263,302.4,300
264,302.4,300
265,302.4,300
266,302.4,300
267,302.4,300
268,302.4,300
269,302.5,300
270,302.5,300
271,302.5,300
272,302.5,300
273,302.5,300
274,302.5,300
275,302.5,300
276,302.5,300
277,302.5,300
278,302.5,300
279,302.5,300
280,302.5,300
281,302.5,300
282,302.5,300
283,302.5,300
284,302.5,300
285,302.5,300
286,302.5,300
287,302.5,300
288,302.5,300
289,302.5,300
290,302.5,300
291,302.5,300
292,302.5,300
293,302.5,300
294,302.5,300
295,302.5,300
