Timestamp,Temperatures,SetPoints
0,262.8,262.8
1,262.8,262.8
2,262.8,262.8
3,262.8,262.8
4,262.8,262.8
5,262.8,262.8
6,262.8,262.8
7,262.8,262.8
8,262.8,262.8
9,262.8,262.8
10,262.8,262.8
11,262.8,262.8
12,262.8,262.8
13,262.8,262.8
14,262.8,262.8
15,262.8,262.8
16,262.8,262.8
17,262.8,262.8
18,262.8,262.8
19,262.8,262.8
20,262.8,262.8
21,262.8,262.8
22,262.8,262.8
23,262.8,262.8
24,262.8,262.8
25,262.8,262.8
26,262.8,262.8
27,262.8,262.8
28,262.8,262.8
29,262.8,262.8
30,262.8,262.8
31,262.8,262.8
32,262.8,262.8
33,262.8,262.8
34,262.8,262.8
35,262.8,262.8
36,262.8,262.8
37,262.8,262.8
38,262.8,262.8
39,262.8,262.8
40,262.8,262.8
41,262.8,262.8
42,262.8,262.8
43,262.8,262.8
44,262.8,262.8
45,262.8,262.8
46,262.8,262.8
47,262.8,262.8
48,262.8,262.8
49,262.8,262.8
50,262.8,262.8
51,262.8,262.8
52,262.8,262.8
53,262.8,262.8
54,262.8,262.8
55,262.8,262.8
56,262.8,262.8
57,262.8,262.8
58,262.8,262.8
59,262.8,262.8
60,263.7,272.8
61,263.7,272.8
62,263.7,272.8
63,263.7,272.8
64,263.8,272.8
65,263.8,272.8
66,263.8,272.8
67,263.9,272.8
68,264.0,272.8
69,264.0,272.8
70,264.2,272.8
71,264.3,272.8
72,264.4,272.8
73,264.6,272.8
74,264.9,272.8
75,265.0,272.8
76,265.2,272.8
77,265.4,272.8
78,265.5,272.8
79,265.8,272.8
80,266.0,272.8
81,266.2,272.8
82,266.4,272.8
