Timestamp,Temperatures,SetPoints
0,276.6,276.6
1,276.6,276.6
2,276.6,276.6
3,276.6,276.6
4,276.6,276.6
5,276.6,276.6
6,276.6,276.6
7,276.6,276.6
8,276.6,276.6
9,276.6,276.6
10,276.6,276.6
11,276.6,276.6
12,276.6,276.6
13,276.6,276.6
14,276.6,276.6
15,276.6,276.6
16,276.6,276.6
17,276.6,276.6
18,276.6,276.6
19,276.6,276.6
20,276.6,276.6
21,276.6,276.6
22,276.6,276.6
23,276.6,276.6
24,276.6,276.6
25,276.6,276.6
26,276.6,276.6
27,276.6,276.6
28,276.6,276.6
29,276.6,276.6
30,276.6,276.6
31,276.6,276.6
32,276.6,276.6
33,276.6,276.6
34,276.6,276.6
35,276.6,276.6
36,276.6,276.6
37,276.6,276.6
38,276.6,276.6
39,276.6,276.6
40,276.6,276.6
41,276.6,276.6
42,276.6,276.6
43,276.6,276.6
44,276.6,276.6
45,276.6,276.6
46,276.6,276.6
47,276.6,276.6
48,276.6,276.6
49,276.6,276.6
50,276.6,276.6
51,276.6,276.6
52,276.6,276.6
53,276.6,276.6
54,276.6,276.6
55,276.6,276.6
56,276.6,276.6
57,276.6,276.6
58,276.6,276.6
59,276.6,276.6
60,278.4,286.6
61,278.4,286.6
62,278.5,286.6
63,278.5,286.6
64,278.5,286.6
65,278.5,286.6
66,278.6,286.6
67,278.6,286.6
68,278.7,286.6
69,278.8,286.6
70,278.8,286.6
71,279.0,286.6
72,279.1,286.6
73,279.3,286.6
74,279.4,286.6
75,279.6,286.6
76,279.8,286.6
77,280.0,286.6
78,280.2,286.6
79,280.4,286.6
80,280.5,286.6
81,280.8,286.6
82,281.0,286.6
83,281.3,286.6
84,281.4,286.6
85,281.6,286.6
86,281.8,286.6
87,282.0,286.6
88,282.2,286.6
89,282.4,286.6
90,282.6,286.6
91,282.7,286.6
92,282.9,286.6
93,283.0,286.6
94,283.1,286.6
95,283.3,286.6
96,283.4,286.6
97,283.6,286.6
98,283.7,286.6
99,283.8,286.6
100,283.9,286.6
101,284.0,286.6
102,284.1,286.6
103,284.2,286.6
104,284.3,286.6
105,284.4,286.6
106,284.5,286.6
107,284.6,286.6
108,284.7,286.6
109,284.8,286.6
110,284.9,286.6
111,284.9,286.6
112,285.0,286.6
113,285.1,286.6
114,285.2,286.6
115,285.2,286.6
116,285.3,286.6
117,285.4,286.6
118,285.4,286.6
119,285.5,286.6
120,285.5,286.6
121,285.6,286.6
122,285.7,286.6
123,285.7,286.6
124,285.8,286.6
125,285.8,286.6
126,285.9,286.6
127,286.0,286.6
128,286.0,286.6
129,286.1,286.6
130,286.1,286.6
131,286.2,286.6
132,286.2,286.6
133,286.3,286.6
134,286.3,286.6
135,286.4,286.6
136,286.4,286.6
137,286.5,286.6
138,286.5,286.6
139,286.6,286.6
140,286.6,286.6
141,286.6,286.6
142,286.7,286.6
143,286.7,286.6
144,286.8,286.6
145,286.8,286.6
146,286.9,286.6
147,286.9,286.6
148,286.9,286.6
149,287.0,286.6
150,287.0,286.6
151,287.0,286.6
152,287.1,286.6
153,287.1,286.6
154,287.1,286.6
155,287.2,286.6
156,287.2,286.6
157,287.3,286.6
158,287.3,286.6
159,287.3,286.6
160,287.4,286.6
161,287.4,286.6
162,287.4,286.6
163,287.4,286.6
164,287.5,286.6
165,287.5,286.6
166,287.5,286.6
167,287.6,286.6
168,287.6,286.6
169,287.6,286.6
170,287.6,286.6
171,287.7,286.6
172,287.7,286.6
173,287.7,286.6
174,287.7,286.6
175,287.7,286.6
176,287.8,286.6
177,287.8,286.6
178,287.8,286.6
179,287.8,286.6
180,287.8,286.6
181,287.9,286.6
182,287.9,286.6
183,287.9,286.6
184,287.9,286.6
185,287.9,286.6
186,287.9,286.6
187,288.0,286.6
188,288.0,286.6
189,288.0,286.6
190,288.0,286.6
191,288.0,286.6
192,288.0,286.6
193,288.1,286.6
194,288.1,286.6
195,288.1,286.6
196,288.1,286.6
197,288.1,286.6
198,288.1,286.6
199,288.1,286.6
200,288.1,286.6
201,288.1,286.6
202,288.2,286.6
203,288.2,286.6
204,288.2,286.6
205,288.2,286.6
206,288.2,286.6
207,288.2,286.6
208,288.2,286.6
209,288.2,286.6
210,288.2,286.6
211,288.3,286.6
212,288.3,286.6
213,288.3,286.6
214,288.3,286.6
215,288.3,286.6
216,288.3,286.6
217,288.4,286.6
218,288.4,286.6
219,288.4,286.6
220,288.4,286.6
221,288.4,286.6
222,288.4,286.6
223,288.5,286.6
224,288.5,286.6
225,288.5,286.6
226,288.5,286.6
227,288.5,286.6
228,288.5,286.6
229,288.6,286.6
230,288.6,286.6
231,288.6,286.6
232,288.6,286.6
233,288.6,286.6
234,288.6,286.6
235,288.6,286.6
236,288.7,286.6
237,288.7,286.6
238,288.7,286.6
239,288.7,286.6
240,288.7,286.6
241,288.7,286.6
242,288.7,286.6
243,288.8,286.6
244,288.8,286.6
245,288.8,286.6
246,288.8,286.6
247,288.8,286.6
248,288.8,286.6
249,288.8,286.6
250,288.9,286.6
251,288.9,286.6
252,288.9,286.6
253,288.9,286.6
254,288.9,286.6
255,288.9,286.6
256,288.9,286.6
257,288.9,286.6
258,289.0,286.6
259,289.0,286.6
260,289.0,286.6
261,289.0,286.6
262,289.0,286.6
263,289.0,286.6
264,289.0,286.6
265,289.0,286.6
266,289.0,286.6
267,289.1,286.6
268,289.1,286.6
269,289.1,286.6
270,289.1,286.6
271,289.1,286.6
272,289.1,286.6
273,289.1,286.6
274,289.1,286.6
275,289.1,286.6
276,289.2,286.6
277,289.2,286.6
278,289.2,286.6
279,289.2,286.6
280,289.2,286.6
281,289.2,286.6
282,289.2,286.6
283,289.2,286.6
284,289.2,286.6
285,289.2,286.6
286,289.2,286.6
287,289.3,286.6
288,289.3,286.6
289,289.3,286.6
290,289.3,286.6
291,289.3,286.6
292,289.3,286.6
293,289.3,286.6
294,289.3,286.6
295,289.3,286.6
296,289.3,286.6
297,289.3,286.6
298,289.3,286.6
299,289.4,286.6
