Timestamp,Temperatures,SetPoints
0,291.0,292.0
1,291.0,292.0
2,291.0,292.0
3,291.0,292.0
4,291.0,292.0
5,291.0,292.0
6,291.0,292.0
7,291.0,292.0
8,291.0,292.0
9,291.0,292.0
10,291.0,292.0
11,291.0,292.0
12,291.0,292.0
13,291.0,292.0
14,291.0,292.0
15,291.0,292.0
16,291.0,292.0
17,291.0,292.0
18,291.0,292.0
19,291.0,292.0
20,291.0,292.0
21,291.0,292.0
22,291.0,292.0
23,291.0,292.0
24,291.0,292.0
25,291.0,292.0
26,291.0,292.0
27,291.0,292.0
28,291.0,292.0
29,291.0,292.0
30,291.0,292.0
31,291.0,292.0
32,291.0,292.0
33,291.0,292.0
34,291.1,292.0
